V0,V1,V7,V14,V28,time_cure
5.961008462,4.201344394,0.583756934,-3.636757534,-12.07778647,7.97
7.097883078,4.559455586,1.655058232,-1.733405282,-8.51033231,10.42
6.821168414,5.180181068,2.089898972,-1.515383063,-8.725947133,11.06
6.782913357,4.976517808,3.769229673,2.360731121,-0.456265985,25.74
6.846622982,5.061050772,2.939860778,0.524712032,-4.305585458,15.53
6.272819193,5.011849594,3.948950533,2.708917042,0.228850058,29.3
7.164278092,4.089781624,0.628702292,-3.403791537,-11.46877919,8.1
6.132323826,4.699186998,3.953966197,3.084542133,1.345694006,38.84
5.421437817,4.074516404,3.704578511,3.272984416,2.409796226,67.09
5.708446088,4.12734024,1.355393597,-1.87813261,-8.345185022,9.94
6.974676447,4.608809087,2.721426112,0.522177257,-3.876320455,15.67
6.234731639,4.272236456,3.236456079,2.028098049,-0.388618011,25.75
6.493901923,5.166860143,3.116471883,0.724356839,-4.05987325,16.12
5.097746711,3.502676056,1.284828345,-1.302626293,-6.477535567,10.48
6.632001731,4.347235338,3.459297096,2.423402885,0.351614463,30.38
5.728723533,4.050254067,0.468146803,-3.710966961,-12.06919449,7.79
6.035461305,4.718150563,2.954982795,0.898789806,-3.213596173,17.06
5.708249738,4.209769887,1.38703354,-1.906158821,-8.492543543,9.95
7.096346583,3.564387543,2.887289611,2.097398463,0.517616167,32.59
6.296891236,4.96489784,1.665450524,-2.16511567,-9.826248058,10.05
6.971040281,4.795010467,3.980000258,3.029163764,1.127490776,36.31
7.229639727,5.127617452,2.202150283,-1.210894681,-8.036984607,11.52
6.016122703,4.620013627,2.75079337,0.570040615,-3.791464896,15.83
6.237074929,4.383986927,2.617785912,0.557377148,-3.56344038,15.9
5.916788905,4.1751362,0.577053209,-3.620710267,-12.01623722,7.97
5.881133235,4.702564346,3.376359941,1.834364803,-1.249625471,22.33
5.408190523,3.665989591,0.134702686,-3.981213174,-12.21304489,7.23
5.918371884,4.642762051,4.26397445,3.822056431,2.938220392,74.55
7.115095637,5.924117509,5.532105917,5.074773926,4.160109942,91.68
5.028620755,2.71783506,-0.790547767,-4.883638973,-13.06982138,5.65
7.16025493,4.98679636,4.493540795,3.918180416,2.767459657,61.67
6.371911247,4.967270784,2.896833209,0.481322722,-4.349698252,15.4
7.316865978,5.021529128,3.663896675,2.079992268,-1.087816546,23.2
7.061573799,5.339587722,1.840389849,-2.241827826,-10.40626318,10.16
5.105526552,3.668262433,2.681861579,1.531060783,-0.770540809,23.32
7.266394033,6.040035045,4.859310785,3.481807437,0.72680074,31.7
5.361066246,3.951598299,1.673507411,-0.984260689,-6.299796888,11.41
5.279718134,2.788813094,0.405363867,-2.330573854,-7.802449296,8.04
7.419648672,5.598656552,2.647109303,-0.7963624,-7.683305807,12.39
5.518398962,3.762100494,0.527752586,-3.245609576,-10.7923339,7.98
5.201533507,3.412352444,3.035151824,2.595113128,1.715035736,55.29
7.039472131,5.61247285,3.668705863,1.400980036,-3.134471616,18.33
5.58988975,4.057459172,1.173851427,-2.190139443,-8.918121184,9.45
5.787453967,4.256644125,1.882318265,-0.887588587,-6.42740229,11.76
6.131050786,4.130539284,3.784320557,3.380399929,2.572558673,72.59
6.910151148,5.761029709,5.268653704,4.694215056,3.545337759,71.21
6.206601387,4.132493719,1.128907445,-2.318193308,-9.212394814,9.3
6.605873085,5.290041967,4.178944008,2.882664857,0.290106554,29.57
6.452688028,4.66344839,1.076563719,-3.1081332,-11.47752704,8.81
6.089937369,4.246789728,1.621888139,-1.440496978,-7.565267213,10.71
6.82694227,4.915991469,4.511930039,4.055977215,3.144071567,76.27
5.89335917,3.985614541,3.0381924,1.967826522,-0.172905234,26.87
6.848408751,5.400801573,3.198380089,0.633065499,-4.497563682,15.73
6.831615152,4.879839512,4.040694269,3.061892915,1.104290207,35.9
7.160867481,5.385192838,3.907502,2.18352939,-1.26441583,22.87
7.106372215,5.668559149,4.856445315,3.909113579,2.014450107,42.89
7.194942038,5.828108865,3.654008159,1.124823179,-3.933546779,17.12
5.628072276,4.169465502,1.429107201,-1.767973126,-8.162133781,10.13
6.829383379,5.052326062,1.932271673,-1.707777873,-8.987876967,10.72
7.272263201,5.787003824,3.518437502,0.886188639,-4.378309086,16.36
5.576920553,3.587109791,2.170835416,0.518525506,-2.786094316,16.2
6.407566633,4.807618506,1.478475841,-2.396545484,-10.14658813,9.68
5.94506848,4.485729787,3.324330566,1.969367215,-0.740559488,24.18
5.6581737,4.484035505,4.06910577,3.585021083,2.616851709,65.84
5.747283899,4.178358528,1.553959073,-1.50783889,-7.631434815,10.56
7.48875851,5.267239972,2.681807084,-0.334384032,-6.366766266,13.23
7.264859501,5.295534044,2.062937302,-1.688640071,-9.191794818,10.85
6.824701001,5.544298998,3.431945878,0.970338079,-3.952877518,16.76
6.784947632,3.449051029,-0.19803648,-4.369335486,-12.7119335,6.67
6.045508656,4.604655484,1.529194987,-2.057443303,-9.230719883,9.99
6.16510336,4.709272751,4.36632117,3.966211031,3.165990752,83.39
6.81432889,5.343006046,4.672097704,3.889371373,2.323918711,48.79
6.199738164,3.999766945,1.667919904,-1.037364736,-6.447934016,11.32
6.331441756,4.959430302,4.252339072,3.427454245,1.777684593,43.09
7.188874605,5.958187416,5.427620297,4.808625343,3.570635436,68.38
6.22462409,3.302804592,0.177228182,-3.469107103,-10.76177767,7.35
5.23459277,2.717015691,-0.10658475,-3.396172691,-9.975348573,6.78
5.41427572,3.78996258,2.038570457,-0.004698316,-4.091235861,13.99
5.915558619,4.600595834,2.357249304,-0.259923273,-5.494268426,13.31
6.416198212,5.171156412,4.10810564,2.867880099,0.387429017,30.19
5.115025788,4.011117666,3.642163228,3.211781692,2.351018619,66.24
5.169916683,3.596120643,1.985379995,0.106182593,-3.652212211,14.4
7.402700272,5.521704873,2.637219985,-0.728012122,-7.458476336,12.49
5.10543559,3.653478246,0.531512821,-3.110715504,-10.39517216,8.03
5.49585999,3.797631782,2.964380573,1.993867199,0.052840452,28.39
6.786319147,5.520854254,3.646332511,1.459669119,-2.913657666,18.68
7.450118369,5.766873131,4.062722021,2.074673878,-1.901422408,21.31
5.0919864,3.557042932,2.612056397,1.530963987,-0.631220835,23.92
6.355223994,5.239866667,4.836743556,4.366433261,3.425812671,78.99
6.527112391,5.079546237,2.304821517,-0.932132141,-7.406039456,11.99
5.436285725,3.870094823,2.894757918,1.756865771,-0.518918522,24.81
7.371025593,5.7411984,2.536629368,-1.161146438,-8.55669805,11.81
7.08581489,5.813490693,4.215579059,2.35557075,-1.364445868,22.87
6.504992031,5.232969621,3.766423774,2.055493455,-1.366367181,22.41
7.476974581,6.189275882,4.7383685,3.04564354,-0.33980638,26.6
7.380277442,6.163363798,5.710415438,5.1819757,4.125096224,82.65
6.533426799,4.963402199,3.368834621,1.508516086,-2.212120985,19.68
6.714877387,4.543032085,1.493948924,-2.063314503,-9.177841355,9.94
6.156168177,4.880837268,3.540348263,1.983101809,-1.1313911,22.92
5.631805942,3.361466797,0.999917043,-1.755224303,-7.265506996,9.55
5.232744862,3.793811132,3.098018776,2.293932791,0.685760823,33.97
7.076834497,4.194044942,0.816670386,-3.123580083,-11.00408102,8.46
5.579237258,2.632007579,0.908449033,-1.102360964,-5.123980956,10.17
6.478570122,5.301562085,5.048975411,4.754293,4.164928178,126.94
6.090404936,4.154473915,1.571161573,-1.442698925,-7.47041992,10.65
5.738764712,4.275446176,2.642077327,0.736824305,-3.073681739,16.71
5.498382881,3.457188202,3.103740673,2.691389756,1.866687922,59.69
6.265745837,3.432787454,0.092006446,-3.271495358,-9.998498966,7.2
7.265319028,5.908410145,3.528196854,0.751313045,-4.802454571,15.9
7.388858931,5.946692046,3.346065202,0.312007976,-5.756106477,14.72
5.760344411,4.36433731,3.666275055,2.873037323,1.28656186,39.36
7.116812692,5.249333966,4.391504972,3.418617846,1.472843594,38.6
5.996266026,3.153609114,0.982091256,-1.545424858,-6.600457088,9.72
5.327817349,3.300953198,1.00983744,-1.663126534,-7.009054481,9.65
7.326373308,5.752265685,5.273219757,4.714333868,3.59656209,73.05
5.104406675,3.334756844,0.597749005,-2.595411424,-8.98173228,8.32
7.126748561,5.921230194,4.534614416,2.916943997,-0.318396839,26.63
6.050834993,4.590494087,3.495234174,2.217431083,-0.338175099,26.15
6.114472469,4.025243458,1.227538717,-2.036449602,-8.564426241,9.64
6.555938508,4.267938898,0.842537366,-3.153404969,-11.14528964,8.48
5.077114815,3.911001864,3.029469341,2.012498534,-0.021443079,27.86
5.089352959,3.627297233,0.318667126,-3.539125789,-11.25471162,7.58
5.913901328,4.79283148,4.262829376,3.64449362,2.407822107,55.26
6.243977377,4.214115107,3.340697159,2.321710266,0.283736479,29.95
5.51394682,3.636409421,2.656578496,1.513443494,-0.772826509,23.27
5.36257487,3.819820828,2.789386778,1.587213747,-0.817132317,23.25
6.621946275,4.192297207,3.540790241,2.78069901,1.260516549,39.61
6.211400789,4.706786383,3.842150864,2.833901364,0.817402364,33.68
5.466713332,4.019321141,3.282851411,2.425001172,0.709300695,33.79
6.788749454,4.407612304,0.827110199,-3.350106424,-11.70453967,8.39
6.552957258,4.295508169,0.679121763,-3.530358801,-11.94931993,8.13
6.481309394,5.005165915,3.294778189,1.314684383,-2.645503231,18.65
5.641689389,3.883422244,1.249759206,-1.821325866,-7.963496012,9.85
5.906218379,4.078025548,3.768434434,3.40829613,2.688019524,80.25
5.069649292,3.568159749,1.80094209,-0.22334541,-4.271920408,13.23
6.401708055,4.484263069,2.748061589,0.770700804,-3.184020766,16.73
6.183140841,4.220610161,3.542754236,2.751922347,1.170258569,38.36
6.754229904,4.101846781,0.420759831,-3.873798879,-12.4629163,7.69
6.786670176,5.640779938,4.813389842,3.848102118,1.917526669,41.91
5.374952019,3.718935396,2.229436678,0.491689611,-2.983804523,15.99
7.131774536,5.08805027,1.76868756,-2.103896269,-9.849063927,10.2
6.763518127,4.733718024,1.0490071,-3.249822254,-11.84748096,8.71
6.09643369,4.273643498,1.73553519,-1.225591157,-7.147843852,11.11
6.721959125,5.539509813,4.504902393,3.297860405,0.88377643,33.13
7.330454395,5.799235713,4.26835243,2.494598861,-1.052908279,23.85
6.40664779,3.842899744,0.133265303,-4.194636858,-12.85044118,7.22
5.767218096,3.925777495,0.452384713,-3.594350276,-11.68782025,7.79
5.931187443,4.39891626,2.46627919,0.217169729,-4.281049193,14.68
5.527182932,2.596629242,-0.528787166,-4.174906689,-11.46714573,5.99
6.358124787,5.275188627,4.723189291,4.079393615,2.791802262,58.36
5.863530648,4.399615753,2.377228354,0.017781579,-4.701111973,14.06
7.042378387,5.55615127,2.387426472,-1.309408423,-8.703078212,11.53
7.425348542,6.045668703,5.402114059,4.652904318,3.154484835,57.48
5.914272156,4.182703718,3.200254663,2.059444476,-0.222175899,26.64
6.738737776,4.541096638,1.215302956,-2.664789591,-10.42497469,9.2
5.915065865,3.543055817,2.147623532,0.519619733,-2.736387867,16.24
7.431238164,6.156090162,5.731381831,5.235888784,4.244902689,87.97
6.422872043,4.95705617,1.81500522,-1.850641797,-9.18193583,10.47
7.34996038,5.641300363,2.796057406,-0.519767404,-7.151417023,12.91
6.631850742,4.7269755,2.581315466,0.087771467,-4.899316531,14.25
6.348815825,4.710218858,3.375754952,1.8197002,-1.292409304,22.19
5.972572691,4.412874431,3.282090573,1.968697198,-0.658089552,24.5
5.145235328,3.835169158,1.75862102,-0.650482015,-5.468688085,12.11
7.286440903,5.628334677,2.461178832,-1.233836227,-8.623866344,11.67
6.271766737,4.797314167,2.240968139,-0.741435475,-6.706242704,12.26
6.592061855,5.219549559,3.213939407,0.874603654,-3.804067853,16.62
6.272942316,5.038808031,3.502935859,1.71135587,-1.871804107,20.69
6.406457075,4.874979454,1.366420669,-2.726557648,-10.91251428,9.34
6.422806842,4.974845809,2.723608033,0.09726489,-5.155421398,14.26
5.209004978,2.74776618,1.630887571,0.329595771,-2.272987829,15.78
7.363496231,5.427117458,1.558186516,-2.847671381,-11.65938717,9.48
6.261004351,3.891693345,1.701941285,-0.852769229,-5.962190258,11.67
6.190258231,3.153729345,1.842138405,0.311960301,-2.748395907,15.43
7.118749684,5.815241842,4.723698404,3.450241789,0.90332856,32.97
5.133305323,3.294377206,0.990503199,-1.697336014,-7.073014438,9.58
6.80300911,5.014845427,2.07917294,-1.345673226,-8.195365558,11.25
6.611890205,5.232984042,3.086397562,0.582050827,-4.426642644,15.63
5.712795593,3.705826563,2.022485859,0.058589232,-3.869204022,14.21
5.060995171,3.668864012,2.031862074,0.123043208,-3.694594523,14.46
6.496321716,4.291049841,3.351420004,2.255185678,0.062717025,28.41
6.556025542,5.313071123,4.036496815,2.547368217,-0.430888981,25.98
7.217029585,5.78215183,2.360034634,-1.630230195,-9.610759852,11.15
5.385897758,3.325588919,1.664506167,-0.273422413,-4.149279573,13.02
6.277584825,4.876192125,4.035296118,3.054257072,1.092178981,35.8
7.349912993,6.111466382,5.019157012,3.746586612,1.20144581,34.61
6.689727221,4.849756697,1.682456601,-2.012716588,-9.403062967,10.19
5.178806709,3.939955419,2.738513686,1.336832079,-1.466531136,20.68
5.402867182,3.93596771,2.089275038,-0.038855028,-4.295115159,13.88
7.105364916,5.338838038,2.459078569,-0.89743485,-7.610461688,12.13
6.529319266,4.577274586,3.386859841,1.998042682,-0.779591636,24.08
5.23499775,4.019111527,3.60782534,3.128017048,2.168400464,59.64
5.42906336,2.855971482,-0.295757688,-3.9727748,-11.32680902,6.44
5.991660802,4.433461757,1.452503223,-2.024034004,-8.977108458,9.93
6.241924039,4.439769142,2.312883466,-0.168454125,-5.131129307,13.53
5.539515068,3.690876572,0.973565002,-2.183303033,-8.497039101,9.16
6.080058723,4.606542114,3.175546706,1.506236978,-1.832382479,20.32
6.20571624,4.114710682,0.419357216,-3.891888475,-12.51437986,7.69
7.218645423,5.471949111,4.079169684,2.454346596,-0.795299578,24.58
5.554723192,4.277876736,2.884562257,1.259344055,-1.991092349,19.43
6.74766034,4.862614334,3.707352305,2.359546633,-0.336064712,26.26
5.389517732,3.872401341,1.677901146,-0.881351376,-5.999856421,11.59
6.272636513,4.333333136,1.923495836,-0.886008044,-6.505015804,11.8
6.080124443,4.675571705,1.792264644,-1.570949287,-8.297377149,10.74
7.377293376,5.924788027,5.563561603,5.160305442,4.353793122,103.58
7.244822984,5.506390509,2.453703544,-1.107764513,-8.230700626,11.83
6.685928781,5.005114145,2.849275639,0.334130773,-4.69615896,14.93
6.434442082,5.138497539,3.87311213,2.396879922,-0.555584493,25.37
7.488463101,6.381091577,5.907386804,5.354752782,4.249484738,81.83
5.595126793,3.950520803,2.861567138,1.60664547,-0.903197867,22.97
5.516026911,4.101753882,1.10887433,-2.38257683,-9.365479151,9.23
5.709969107,4.34304237,1.707180898,-1.36712341,-7.515732028,10.89
7.079982414,5.640507201,2.298391116,-1.600282454,-9.397629594,11.13
5.6448927,4.134576389,0.764227227,-3.167846419,-11.03199371,8.37
5.912269262,4.479267899,3.954806064,3.342933929,2.119189661,52.25
6.849182567,5.582500022,4.961510829,4.23702344,2.788048662,54.94
5.669965509,3.964545873,0.481095966,-3.582928873,-11.71097855,7.83
6.186050021,4.787200321,3.293004736,1.550019826,-1.935949995,20.23
5.691954155,3.533562137,1.56756295,-0.726102471,-5.313433312,11.79
7.29362359,6.004169858,4.034408004,1.736356988,-2.859745043,19.29
5.720586341,4.15043904,3.188883149,2.067137449,-0.17635395,26.9
6.501756866,5.053043052,2.961301061,0.520940218,-4.359781468,15.5
5.92623123,3.101299204,0.254538805,-3.066681551,-9.709122262,7.54
7.455043082,6.199292975,5.022363117,3.649363982,0.903365712,32.61
6.697603538,5.21872718,4.260776758,3.14330087,0.908349094,33.69
6.717428384,5.460169495,4.723468188,3.863989563,2.145032314,45.47
5.785759172,4.257325683,3.477486129,2.577728009,0.778211768,34.06
5.758812841,4.035327893,1.955737114,-0.47045212,-5.322830587,12.65
6.014650191,4.338355686,0.777024248,-3.369756389,-11.66331766,8.32
5.349031111,3.373368987,2.955491526,2.52298602,1.657975009,54.84
7.396128489,6.321135846,5.947252172,5.511379917,4.639635405,102.52
6.509602564,5.139208595,4.599033692,3.968829672,2.708421632,58.09
5.612290077,4.334217774,2.681603099,0.75367453,-3.102182609,16.74
5.298642284,4.034869917,2.70214095,1.149117268,-1.956930096,19.18
6.953050054,4.926550923,3.798656489,2.482780132,-0.148972583,27.21
6.82932235,5.37267858,2.374847898,-1.122621227,-8.117559477,11.76
5.421838658,3.928304075,1.948561208,-0.360232716,-4.977820564,12.91
7.047275518,5.622343725,4.404116407,2.982888414,0.140432428,28.7
5.847309552,4.174171502,1.026598653,-2.645561516,-9.989881853,8.96
6.417330678,3.096380547,2.024304904,0.774083417,-1.726359558,18.34
7.463950369,6.084285887,4.162797604,1.921061313,-2.562411269,20
5.294971446,2.901710606,0.862606143,-1.516149874,-6.273661907,9.54
5.549487061,4.027117846,2.532475764,0.788726694,-2.698771447,17.17
6.38290833,5.13406495,4.063754247,2.821648399,0.337436704,29.91
6.831971226,5.751366533,5.111219079,4.365855823,2.87512931,55.01
5.298154612,2.727386279,-1.005879505,-5.361113959,-14.07158287,5.39
5.004442765,3.494641028,0.717574207,-2.521904315,-9.000861358,8.56
5.89999768,4.426602486,1.717739678,-1.442599029,-7.763276442,10.81
5.810057026,4.427068902,1.630368146,-1.61326041,-8.100517523,10.52
